method,seed,clean,rauc,median_r80,step
bgr_uniform_radius,5,1.0,0.7444444444444445,0.31999999999999995,80.0
bgr_uniform_radius,6,0.0,0.01111111111111111,1.0,0.0
bgr_uniform_radius,6,0.9166666666666666,0.6166666666666667,0.31999999999999995,20.0
bgr_uniform_radius,6,0.08333333333333333,0.1111111111111111,1.0,40.0
bgr_uniform_radius,6,0.6666666666666666,0.5166666666666667,0.41999999999999993,60.0
bgr_uniform_radius,6,0.9166666666666666,0.7388888888888889,0.31999999999999995,80.0
bgr_uniform_radius,7,0.0,0.01111111111111111,1.0,0.0
bgr_uniform_radius,7,0.6666666666666666,0.5277777777777778,0.59,20.0
bgr_uniform_radius,7,1.0,0.6972222222222223,0.21999999999999995,40.0
bgr_uniform_radius,7,0.9166666666666666,0.7361111111111112,0.41999999999999993,60.0
bgr_uniform_radius,7,0.75,0.6638888888888889,0.6199999999999999,80.0
bgr_uniform_radius,8,0.0,0.019444444444444445,1.0,0.0
bgr_uniform_radius,8,1.0,0.6722222222222223,0.11999999999999995,20.0
bgr_uniform_radius,8,1.0,0.7611111111111111,0.5899999999999999,40.0
bgr_uniform_radius,8,0.4166666666666667,0.5138888888888888,1.0,60.0
bgr_uniform_radius,8,0.3333333333333333,0.5361111111111111,1.0,80.0
bgr_uniform_radius,9,0.08333333333333333,0.06111111111111111,1.0,0.0
bgr_uniform_radius,9,0.9166666666666666,0.6416666666666667,0.11999999999999995,20.0
bgr_uniform_radius,9,1.0,0.736111111111111,0.31999999999999995,40.0
bgr_uniform_radius,9,1.0,0.7583333333333333,0.48999999999999994,60.0
bgr_uniform_radius,9,1.0,0.7861111111111112,0.5199999999999999,80.0
bgr_uniform_radius,10,0.0,0.027777777777777776,1.0,0.0
bgr_uniform_radius,10,0.4166666666666667,0.36388888888888893,1.0,20.0
bgr_uniform_radius,10,0.75,0.65,0.6199999999999999,40.0
bgr_uniform_radius,10,1.0,0.7194444444444444,0.31999999999999995,60.0
bgr_uniform_radius,10,1.0,0.7388888888888888,0.31999999999999995,80.0
bgr_uniform_radius,11,0.0,0.0,1.0,0.0
bgr_uniform_radius,11,0.5833333333333334,0.538888888888889,0.8899999999999999,20.0
bgr_uniform_radius,11,0.75,0.5277777777777778,0.18999999999999997,40.0
bgr_uniform_radius,11,1.0,0.736111111111111,0.31999999999999995,60.0
bgr_uniform_radius,11,1.0,0.7666666666666666,0.31999999999999995,80.0
bgr_uniform_radius,12,0.0,0.01111111111111111,1.0,0.0
bgr_uniform_radius,12,0.08333333333333333,0.09444444444444444,1.0,20.0
bgr_uniform_radius,12,0.5833333333333334,0.5,0.69,40.0
bgr_uniform_radius,12,0.9166666666666666,0.6805555555555555,0.31999999999999995,60.0
bgr_uniform_radius,12,1.0,0.7611111111111111,0.31999999999999995,80.0
bgr_uniform_radius,13,0.08333333333333333,0.04722222222222222,1.0,0.0
bgr_uniform_radius,13,1.0,0.7388888888888888,0.5199999999999999,20.0
bgr_uniform_radius,13,0.9166666666666666,0.575,0.18999999999999997,40.0
bgr_uniform_radius,13,0.9166666666666666,0.75,0.31999999999999995,60.0
bgr_uniform_radius,13,1.0,0.6166666666666667,0.11999999999999995,80.0
bgr_uniform_radius,14,0.08333333333333333,0.05555555555555555,1.0,0.0
bgr_uniform_radius,14,0.4166666666666667,0.4138888888888889,1.0,20.0
bgr_uniform_radius,14,0.9166666666666666,0.65,0.31999999999999995,40.0
bgr_uniform_radius,14,0.4166666666666667,0.30277777777777776,1.0,60.0
bgr_uniform_radius,14,1.0,0.725,0.31999999999999995,80.0
bgr_uniform_radius,15,0.08333333333333333,0.03888888888888888,1.0,0.0
bgr_uniform_radius,15,1.0,0.6583333333333333,0.18999999999999997,20.0
bgr_uniform_radius,15,0.16666666666666666,0.12777777777777777,1.0,40.0
bgr_uniform_radius,15,0.9166666666666666,0.7388888888888888,0.31999999999999995,60.0
bgr_uniform_radius,15,0.3333333333333333,0.29444444444444445,1.0,80.0
bgr_uniform_radius,16,0.0,0.025,1.0,0.0
bgr_uniform_radius,16,0.9166666666666666,0.6777777777777777,0.21999999999999995,20.0
bgr_uniform_radius,16,1.0,0.775,0.5199999999999999,40.0
bgr_uniform_radius,16,0.8333333333333334,0.6666666666666666,0.48999999999999994,60.0
bgr_uniform_radius,16,0.8333333333333334,0.6361111111111111,0.72,80.0
bgr_uniform_radius,17,0.0,0.022222222222222223,1.0,0.0
bgr_uniform_radius,17,0.9166666666666666,0.5750000000000001,0.11999999999999995,20.0
bgr_uniform_radius,17,1.0,0.6777777777777778,0.31999999999999995,40.0
bgr_uniform_radius,17,1.0,0.7555555555555555,0.31999999999999995,60.0
bgr_uniform_radius,17,1.0,0.7805555555555556,0.31999999999999995,80.0
bgr_uniform_radius,18,0.0,0.0,1.0,0.0
bgr_uniform_radius,18,0.8333333333333334,0.6222222222222223,0.11999999999999995,20.0
bgr_uniform_radius,18,0.0,0.03055555555555555,1.0,40.0
bgr_uniform_radius,18,0.9166666666666666,0.6972222222222221,0.41999999999999993,60.0
bgr_uniform_radius,18,0.9166666666666666,0.7555555555555556,0.31999999999999995,80.0
bgr_uniform_radius,19,0.0,0.0,1.0,0.0
bgr_uniform_radius,19,0.9166666666666666,0.5944444444444443,0.11999999999999995,20.0
bgr_uniform_radius,19,0.25,0.3388888888888889,1.0,40.0
bgr_uniform_radius,19,1.0,0.6722222222222222,0.11999999999999995,60.0
bgr_uniform_radius,19,1.0,0.6444444444444445,0.26,80.0
bgr_uniform_radius,20,0.0,0.016666666666666666,1.0,0.0
